WorkerID,Type,Agent,Grammar,Stimulus,StimulusNum,Harm,Other Harm,Harmer,Other Harmer,Blame,responsible,other,police stop,conservative,police trust,police honest,police listen,police rights,political party,age,race,gender
40,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,1,1,'There needs to be more information,1,4,Yes,Yes,No,Yes,Republican,35-44,Asian / Pacific Islander,Woman
120,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
120,Target,cops,Non-Agentive,Protesters shot during Friday confrontation with cops; dash cam footage to be released early next week,19,Protesters,,Cops,,0,0,,,,,,,,,,,
120,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,0,0,,,,,,,,,,,
120,Target,security guard,Non-Agentive,Student shot and killed in controversial incident with campus security guard,44,Student,,Security guard,,0,0,,,,,,,,,,,
120,Target,teacher,Agentive,Criminal probe focuses on school where teacher shot cop after fight,16,Cop,,Teacher,,1,1,,,,,,,,,,,
120,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Patient,,Doctor,,3,3,,,,,,,,,,,
120,Target,police chief,Agentive,Police chief kills fisherman in New Years Day shooting incident,32,Fisherman,,Police chief,,1,1,,,,,,,,,,,
120,Target,club bouncer,Non-Agentive,State trooper killed during shootout with club bouncer outside popular bar,47,State trooper,,Club bouncer,,3,3,,,,,,,,,,,
120,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,1,1,,,,,,,,,,,
120,Target,police officer,Agentive,Jacksonville police officer fatally shoots man during confrontation,26,Man,,Police officer,,0,0,,,,,,,,,,,
120,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,,Im not sure,3,3,,,,,,,,,,,
120,Target,protesters,Agentive,Protesters shoot officers during clash outside Texas church service,46,Officers,,Protesters,,3,3,,,,,,,,,,,
120,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,3,3,,,,,,,,,,,
120,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,0,0,,,,,,,,,,,
120,Target,teen,Non-Agentive,Video footage shows county sheriff shot after confrontation with teen; sparks outrage,45,Sheriff,,Teen,,3,3,,,,,,,,,,,
120,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,,nobody.they were in a car accident '},2,2,,3,1,No,Yes,No,No,Independent,18-24,Black,Woman
110,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,Driver,,0,0,'Accidents happen,,,,,,,,,,
110,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,3,3,,,,,,,,,,,
110,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,0,0,,,,,,,,,,,
110,Target,club bouncer,Agentive,Club bouncer kills state trooper during shootout outside of popular bar,35,State trooper,,Club bouncer,,4,4,,,,,,,,,,,
110,Target,cop,Agentive,Criminal probe focuses on school where cop shot teacher after fight,39,Teacher,,Cop,,0,0,,,,,,,,,,,
110,Target,student,Agentive,Student shoots and kills campus security guard in controversial incident,33,Security guard,,Student,,4,4,,,,,,,,,,,
110,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,4,4,,,,,,,,,,,
110,Target,officers,Agentive,Officers shoot protesters during clash outside Texas church service,31,Protesters,,Officers,,3,3,,,,,,,,,,,
110,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,Fisherman,,4,4,,,,,,,,,,,
110,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,0,0,,,,,,,,,,,
110,Target,police officer,Non-Agentive,Jacksonville man fatally shot during confrontation with police officer,8,Man,,Police officer,,3,3,,,,,,,,,,,
110,Target,teen,Non-Agentive,Video footage shows county sheriff shot after confrontation with teen; sparks outrage,45,Sheriff,,Teen,,4,4,,,,,,,,,,,
110,Target,cops,Non-Agentive,Protesters shot during Friday confrontation with cops; dash cam footage to be released early next week,19,Cops,,Cops,,3,3,,,,,,,,,,,
110,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,0,0,,,,,,,,,,,
110,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
110,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,2,2,,4,1,No,No,No,No,Democratic,65+,White,Woman
71,Target,cop,Non-Agentive,Criminal probe focuses on school where teacher was shot after fight with cop,41,Teacher,,Cop,,1,1,,,,,,,,,,,
71,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,1,1,,,,,,,,,,,
71,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,1,0,,,,,,,,,,,
71,Target,police officer,Non-Agentive,Jacksonville man fatally shot during confrontation with police officer,8,Man,,Police officer,,3,3,,,,,,,,,,,
71,Target,security guard,Agentive,Campus security guard shoots and kills student in controversial incident,3,Student,,Security guard,,1,1,,,,,,,,,,,
71,Target,police chief,Agentive,Police chief kills fisherman in New Years Day shooting incident,32,Fisherman,,Police chief,,1,1,,,,,,,,,,,
71,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,,It is unknown from the headline.'},3,3,,,,,,,,,,,
71,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,1,1,,,,,,,,,,,
71,Target,protesters,Agentive,Protesters shoot officers during clash outside Texas church service,46,Officers,,Protesters,,3,3,,,,,,,,,,,
71,Target,teen,Non-Agentive,Video footage shows county sheriff shot after confrontation with teen; sparks outrage,45,Sheriff,,Teen,,3,3,,,,,,,,,,,
71,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,3,3,,,,,,,,,,,
71,Target,protesters,Agentive,Protesters shoot cops during Friday confrontation; dash cam footage to be released early next week,13,Cops,,Protesters,,3,3,,,,,,,,,,,
71,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,Nurse,,1,1,,,,,,,,,,,
71,Target,club bouncer,Non-Agentive,State trooper killed during shootout with club bouncer outside popular bar,47,State trooper,,Club bouncer,,4,4,,,,,,,,,,,
71,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,3,3,,,,,,,,,,,
71,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,1,1,,1,4,Yes,Yes,Yes,Yes,Republican,25-34,White,Man
132,Target,man,Agentive,Fisherman kills police chief in New Years Day shooting incident,22,Fisherman,,Police chief,,1,1,,,,,,,,,,,
132,Target,security guard,Agentive,Campus security guard shoots and kills student in controversial incident,3,Student,,Security guard,,0,0,,,,,,,,,,,
132,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Waiter,,Owner,,0,0,,,,,,,,,,,
132,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,4,4,,,,,,,,,,,
132,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,0,0,,,,,,,,,,,
132,Target,officers,Non-Agentive,Protesters shot during clash with officers outside Texas church service,27,Protesters,,Officers,,0,0,,,,,,,,,,,
132,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,2,2,,,,,,,,,,,
132,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,3,3,,,,,,,,,,,
132,Target,state trooper,Agentive,State trooper kills club bouncer during shootout outside popular bar,5,Club bouncer,,State trooper,,0,0,,,,,,,,,,,
132,Target,cop,Non-Agentive,Criminal probe focuses on school where teacher was shot after fight with cop,41,Cop,,Teacher,,1,1,,,,,,,,,,,
132,Target,man,Non-Agentive,Jacksonville police officer fatally shot during confrontation with man,18,Police officer,,Man,,3,4,,,,,,,,,,,
132,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,Nurse,,0,0,,,,,,,,,,,
132,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Father,,Driver,,3,3,,,,,,,,,,,
132,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,,,,,,,,,,,
132,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Vandal,,Vandal,,0,0,,,,,,,,,,,
132,Target,teen,Agentive,Video footage shows teen shooting a county sheriff after confrontation; sparks outrage,10,Sheriff,,Teen,,4,4,,5,1,No,No,No,No,Democratic,25-34,White,Woman
85,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,4,4,,,,,,,,,,,
85,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,Nurse,,0,0,,,,,,,,,,,
85,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,4,4,,,,,,,,,,,
85,Target,cop,Non-Agentive,Criminal probe focuses on school where teacher was shot after fight with cop,41,Teacher,,Cop,,0,0,,,,,,,,,,,
85,Target,security guard,Agentive,Campus security guard shoots and kills student in controversial incident,3,Student,,Security guard,,0,0,,,,,,,,,,,
85,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,3,4,,,,,,,,,,,
85,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,0,0,,,,,,,,,,,
85,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,4,4,,,,,,,,,,,
85,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,4,4,,,,,,,,,,,
85,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,Protesters,,4,4,,,,,,,,,,,
85,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,,,,,,,,,,
85,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,0,0,,,,,,,,,,,
85,Target,man,Agentive,Fisherman kills police chief in New Years Day shooting incident,22,Police chief,,Fisherman,,4,4,,,,,,,,,,,
85,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,1,1,,,,,,,,,,,
85,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,0,0,,,,,,,,,,,
85,Target,sheriff,Agentive,Video footage shows county sheriff shooting teen after confrontation; sparks outrage,17,Teen,,Sheriff,,0,0,,4,1,Yes,Yes,Yes,Yes,Independent,65+,White,Woman
182,Target,cop,Agentive,Criminal probe focuses on school where cop shot teacher after fight,39,Teacher,,Cop,,0,0,,,,,,,,,,,
182,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,Fisherman,,2,2,,,,,,,,,,,
182,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,2,2,,,,,,,,,,,
182,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,2,4,,,,,,,,,,,
182,Target,teen,Agentive,Video footage shows teen shooting a county sheriff after confrontation; sparks outrage,10,Sheriff,,Teen,,4,2,,,,,,,,,,,
182,Target,cops,Agentive,Cops shoot protesters during Friday confrontation; dash cam footage to be released early next week,28,Protesters,,Cops,,2,2,,,,,,,,,,,
182,Target,security guard,Non-Agentive,Student shot and killed in controversial incident with campus security guard,44,Student,,Security guard,,0,2,,,,,,,,,,,
182,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,4,2,,,,,,,,,,,
182,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,2,2,,,,,,,,,,,
182,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,2,2,,,,,,,,,,,
182,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,,,,,,,,,,
182,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,2,2,,,,,,,,,,,
182,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,0,2,,,,,,,,,,,
182,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,Protesters,,2,2,,,,,,,,,,,
182,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,,,,,,,,,,,
182,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,0,0,,4,2,Yes,Yes,No,Yes,Democratic,45-54,White,Woman
35,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Mom,,Neighbor,,4,4,,,,,,,,,,,
35,Target,cops,Non-Agentive,Protesters shot during Friday confrontation with cops; dash cam footage to be released early next week,19,Protesters,,Cops,,3,3,,,,,,,,,,,
35,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,Protesters,,3,3,,,,,,,,,,,
